,truth_int,fiction type ,film_condensed,reality_condensed,duration
67,2,,Zuckerberg persuades Saverin to send Facebook out on the Pheonix club mailing list.,TheFacebook went out to the Phoenix Club mailing list.,69
68,0,drama,Narendra discovers Facebook.,This scene wasn't in the book.,62
69,3,,Narendra races to the boat house to tell the Winklevosses.,Narendra told the twins Zuckerberg had stolen their idea.,36
70,3,,Narenda & Tyler want to sue. Cameron blocks them.,They didn't want to resort to legal action or public shaming.,175
71,0,"character development, story coherence",Zuckerberg says he wanted Saverin as an investor.,We don't know Zuckerberg's motivations. ,71
72,3,,The Facebook exploded after launch.,Facebook reached a million users within the first year.,12
73,3,,"People start using the phrase 'Facebook Me""",Christy used 'Facebook me' in the book.,23
74,2,,Zuck meets some girls at a Bill Gates lecture.,Bill Gates gave a speech & some girls in the audience recognised Zuckerberg & Saverin.,75
75,3,,A group of college guys recognise Zuck. Are impressed.,They had become local celebs.,53
76,3,,Saverin wants to monetize Facebook through advertising. Zuck doesn't.,Zuckerberg just wasn't interested in money.,55
77,3,,Saverin discovers a cease & desist letter.,The twins sent Zuckerberg a cease & desist in 2004.,85
78,1,"character development, story coherence",Zuckeberg only raised concerns about the Winkelvoss project late in the day.,Email details are cloudy.,107
79,3,,Christy & Alice want to go for drinks.,Saverin passed on the message.,14
80,3,,Saverin & Zuckerberg make out in the toilets with the girls.,Saverin & Zuckerberg hooked up with Kelly & Alice in a club bathroom.,44
81,1,,Some cool guys approve of their making out.,Facebook got them action.,27
82,0,character development,Zuck spots his ex Erica in the club.,No Erica Albright.,99
83,3,,They want to expand to our colleges.,Moskovitz & Hughes got hired for the expansion.,46
84,-1,"character development, story coherence",Zuck believes the lawyers are suing because things didn't go their way.,No Marylin character in the book. ,68
85,3,,Team Winklevoss decide to go to the president of Harvard.,The twins used their connections to meet Summers.,77
86,2,,Sean Parker wakes up after a one-night stand.,"Parker had a lot of women, & did get sued by Napster. ",131
87,3,,Parker sees Facebook for the first time.,"Parker saw Facebook on a girl's laptop, emailed Zuckerberg.",68
88,3,,The Winklevosses wait to meet the president.,The twins met with Summers.,23
89,3,,The Winklevosses attempt to get Zuck expelled. Summers is not interested.,Summers wasn't interested.,205
90,1,dramatic license,Angry twins break doorknob.,They didn't break the doorknob.,11
91,3,,Zuck & Saverin visit advertisers in NYC.,They met advertisers together.,32
92,3,,Zuckerberg is antisocial in the meeting.,Zuckerberg couldn't be bothered with advertisers.,32
93,3,,Lawyers asks about meeting with Sean Parker.,They met Parker in NY.,11
94,2,,They wait for Sean Parker at 66 in NY.,They met at 66 in NY.,30
95,3,,"Saverin was nervous about meeting ""wildcard"" Parker.",Saverin didn't trust Parker.,15
96,3,,"Parker arrives, confident & suave.",Parker was super-popular.,45
97,3,,It was a Shaunathon.,Parker told them his recent life story.,2
98,3,,Good times.,The bar was a real hotspot.,8
99,3,,Saverin rolls his eyes over Parker.,Saverin thought Parker was narcissistic.,7
100,3,,Only Saverin is not having any fun.,All but Saverin had fun.,9
101,3,,Parker takes them through Napster.,"Parker was open with them about everything, including Napster's implosion. ",2
102,3,,Parker takes them through Napster & bankruptcy.,"Parker was open with them about everything, including Napster's implosion. ",21
103,3,,Parker talks about his second venture.,Parker told them everything.,8
104,3,,Parker talks about being at the top of a hot dot com.,Parker gave them all the details.,8
105,0,,Saverin claims Parker was paranoid.,Not in the book.,8
106,3,,Parker tells everyone he's been followed & bugged.,Parker thought he was being followed.,26
107,0,,Saverin says Parker was delusional.,Not in the book.,1
108,2,,Parker claims he brought the record companies down.,Parker thought he brought the record companies down. ,20
109,3,,Parker tells story after story.,Parker told them everything. ,14
110,3,,A million dollars isn't cool.,Parker & Zuckerberg hit it off instantly.,54
111,2,,A Billion dollars is cool.,Parker had always aimed for a billion dollars.,10
112,2,,Parker advises them to get a billion dollar valuation.,Parker aimed at $1bn.,32
113,3,,Parker pays for dinner.,Parker paid for dinner.,10
114,2,,"Parker suggests dropping the ""The"" from ""TheFacebook""",Parker wanted to dispense with the 'The'.,18
115,2,,Saverin & Zuck disagreeing about how to monetise Facebook.,Saverin & Zuckerberg disagreed.,23
116,-1,,Saverin is accused of animal cruelty.,Not in the book.,57
117,0,,Zuckerberg reading an article in The Crimson that incriminates Saverin for something.,Zuckerberg didn't read the article.,5
118,3,,Saverin explains he had to carry a chicken around.,Phoenix Club chicken rituals were well known.,10
119,0,dramatic license,The Crimson mentions Saverin.,Saverin was never mentioned explicitly. ,7
120,3,,Saverine says he has never tortured a chicken.,Saverin had been cluelessly trying to keep it alive.,9
121,0,dramatic license,Zuck points out how scathing the article is.,Zuckerberg didn't read the article.,4
122,-1,,Saverin tries to explain the chicken thing.,The depositions details aren't in the book. ,7
123,0,dramatic license,Zuckerberg says someone has to answer for this.,Zuckerberg didn't care.,2
124,3,,Saverin already had to deal with the animal rights group.,Animal rights group complained.,22
125,2,,Zuckerberg says he is using Facebook to cheat on a paper.,Zuckerberg used a website to cheat on a paper.,31
126,-1,,Saverin upset that Zuck mentioned the chicken.,The depositions details aren't in the book. ,28
127,3,,They fight about spending the summer in California.,Zuckerberg wanted to spend the summer in Silicon Valley.,85
128,3,,Boozy coding competition.,The internship interviews involved coding & drinking.,102
129,3,,Saverin agrees to summer in Silicon Valley.,Saverin agreed to the summer in Silicon Valley.,39
130,3,,Crazy antics in Palo Alto house.,They took a house in suburban Palo Alto. ,47
131,2,,Parker is unexpectedly at the door.,Zuckerberg ran into Parker unexpectedly.,28
132,3,,Saverin isn't around. He's on an internship in NY.,Saverin was offered an intership in NY.,43
133,3,,Zuck offers Parker a room in their house. Parker accepts.,Parker moved in with Zuckerberg & the team.,235
134,3,,The twins loose to the Dutch in London.,The twins lost the Regatta to the Dutch.,102
135,3,,The twins find out Facebook has spready to the UK.,The twins found out TheFacebook had gone international while in London.,119
136,2,,The twins finally decide to sue.,They decided a lawsuit was inevitable.,56
137,3,,California house is trashed.,They trashed the house.,39
138,0,character development,Saverin is drenched at the door. Zuck didn't pick him up from the airport.,Zuckerberg did pick Saverin up from the airport.,62
139,3,,Saverin not happy with Parker's presence.,Saverin resented Parker's involvement in the business side.,70
140,3,,Zuck & Saverin argue. Saverin has quit his internship to support Facebook.,Saverin quit his internship to focus on Facebook.,87
141,3,,Saverin freezes the Facebook account.,Saverin froze the account. ,19
142,3,,Zuck has a meeting where they filmed The Towering Inferno.,"The meeting was at 555 California Street, where the movie was filmed. ",13
143,3,,Investor Thiel offers them $500K.,Thiel invested $500k. ,38
144,1,character development,Christy in a jealous rage with Saverin.,Not in the book.,97
145,3,,Zuck is furious. Christy sets fire to her gift from Saverin.,Kelly set fire to Saverin's gift in her own dorm.,45
146,3,,Zuck tells Saverin he needs him in San Francisco.,Zuckerberg & Saverin made up on the phone.,59
147,2,,Saverine breaks up with his jealous girlfriend.,Saverin broke up with Kelly.,9
148,2,,Zuck smiling.,He was pretty happy with events.,7
149,3,,Saverin reels off the initial share ratios.,These were the initial share ratios.,66
150,3,,"Saverin didn't realise he was ""signing his own death sentence""",Saverin felt betrayed. ,62
151,3,,Zuckeberg is not going back to Harvard.,Zuckerberg dropped out of Harvard in 2004.,22
152,3,,"Zuckerberg, in pyjamas, about to pull a prank on an investor.",They did pull such a prank. ,54
153,3,,Saverin attends the millionth member party.,Saverin was handed papers unexpectedly. ,47
154,3,dramatic license,Saverin finds his shares have been diluted. Angry.,"Saverin's shares were diluted, but he didn't smash things up. ",52
155,1,dramatic license,Saverin's shares diluted to 0.03%.,"Saverin's shares were diluted to below 10%, not as low as 0.03%. ",2
156,0,character development,Saverin furious about being squeezed out. Thinks Zuck is jealous.,Zuckerberg didn't act on jealousy.,99
157,0,dramatic license,Parker offers him a cheque for $19K. Saverin takes a swing at him.,Saverin & Parker weren't the violent type.,30
158,0,character development,Zuck annoyed with parker for being too rough.,Not in the book.,42
159,0,character development,Parker mentions an intern Zuck is interested in.,Not in the book.,40
160,3,,Facebook passes its millionth member mark.,Facebook reached one million members within 10 months.,30
161,3,,Parker at a party excited about new Facebook features.,Parker was partying with a young employee.,40
162,3,,The police arrive.,The police broke up the party. ,14
163,3,,Parker enthused. People around him take coke.,Parker had ideas about life itself moving online.,35
164,3,,Parker tries to get rid of the drug evidence.,Parker was arrested in 2005. ,64
165,0,character development,Zucker looks stressed.,This wasn't in the book.,6
166,2,,Parker calls Zuck from the police station.,Zuckerberg realised Parker had to leave Facebook at this point. ,72
167,3,,"Zuck's business card says ""I'm the CEO, bitch...""","Zuckerberg had two sets of business cards, one read 'CEO' & the other, 'I'm CEO... bitch'.",16
168,3,,Zuck is advised to take a settlement.,The case ended in a settlement.,147
169,1,character development ,Zuckerberg friends his ex-GF Erica on Facebook.,Zuckerberg became the world's youngest billionaire in 2010.,52
170,3,character development ,Zuckerberg becomes the youngest billionaire in the world.,Zuckerberg became the world's youngest billionaire in 2010.,119
